filenames,true,prediction
data\Tx\cleaned\LTX0110.tsv,1.0,0.5005747675895691
data\Tx\cleaned\LTX0031.tsv,1.0,0.49686920642852783
data\Tx\cleaned\LTX0203.tsv,1.0,0.4954984188079834
data\Tx\cleaned\LTX0092.tsv,1.0,0.5004122257232666
data\Tx\cleaned\LTX0021.tsv,1.0,0.4986621141433716
data\Tx\cleaned\LTX0144.tsv,1.0,0.4965413808822632
data\Tx\cleaned\LTX0103.tsv,1.0,0.5043735504150391
data\Tx\cleaned\LTX0032.tsv,1.0,0.5009474754333496
data\Tx\cleaned\LTX0111.tsv,1.0,0.4998779594898224
data\Tx\cleaned\LTX0074.tsv,1.0,0.5017784237861633
data\Tx\cleaned\LTX0348.tsv,1.0,0.49852651357650757
data\Tx\cleaned\LTX0080.tsv,1.0,0.5106649398803711
data\tcvhcw\cleaned\HCW0042.tsv,0.0,0.4976356327533722
data\tcvhcw\cleaned\HCW0006.tsv,0.0,0.4960741400718689
data\tcvhcw\cleaned\HCW0017.tsv,0.0,0.4983464479446411
data\tcvhcw\cleaned\TCV0054.tsv,0.0,0.49571850895881653
data\tcvhcw\cleaned\HCW0086.tsv,0.0,0.49825534224510193
data\tcvhcw\cleaned\TCV0070.tsv,0.0,0.496482253074646
data\tcvhcw\cleaned\HCW0048.tsv,0.0,0.49757882952690125
data\tcvhcw\cleaned\TCV0062.tsv,0.0,0.4984191656112671
data\tcvhcw\cleaned\TCV0058.tsv,0.0,0.49610617756843567
data\tcvhcw\cleaned\TCV0066.tsv,0.0,0.49848824739456177
data\tcvhcw\cleaned\HCW0037.tsv,0.0,0.4966476857662201
data\tcvhcw\cleaned\TCV0035.tsv,0.0,0.496676504611969
data\tcvhcw\cleaned\TCV0045.tsv,0.0,0.4984997510910034
data\tcvhcw\cleaned\TCV0067.tsv,0.0,0.4978123605251312
data\tcvhcw\cleaned\HCW0053.tsv,0.0,0.4971422851085663
data\tcvhcw\cleaned\HCW0125.tsv,0.0,0.49705156683921814
data\tcvhcw\cleaned\HCW0003.tsv,0.0,0.4976770281791687
