filenames,true,prediction
data\Tx\cleaned\LTX0181.tsv,1.0,0.49480271339416504
data\Tx\cleaned\LTX0068.tsv,1.0,0.4983454942703247
data\Tx\cleaned\LTX0064.tsv,1.0,0.4872855544090271
data\Tx\cleaned\LTX0046.tsv,1.0,0.4959249496459961
data\Tx\cleaned\LTX0060.tsv,1.0,0.4889049828052521
data\Tx\cleaned\LTX0073.tsv,1.0,0.4906980097293854
data\Tx\cleaned\LTX0022.tsv,1.0,0.48472386598587036
data\Tx\cleaned\LTX0185.tsv,1.0,0.4919358491897583
data\Tx\cleaned\LTX0170.tsv,1.0,0.4956526458263397
data\Tx\cleaned\LTX0309.tsv,1.0,0.4918769299983978
data\Tx\cleaned\LTX0249.tsv,1.0,0.49629345536231995
data\Tx\cleaned\LTX0076.tsv,1.0,0.49223026633262634
data\tcvhcw\cleaned\TCV0041.tsv,0.0,0.487546443939209
data\tcvhcw\cleaned\TCV0025.tsv,0.0,0.4876590669155121
data\tcvhcw\cleaned\TCV0081.tsv,0.0,0.48500972986221313
data\tcvhcw\cleaned\HCW0078.tsv,0.0,0.48508894443511963
data\tcvhcw\cleaned\HCW0025.tsv,0.0,0.478651225566864
data\tcvhcw\cleaned\TCV0079.tsv,0.0,0.4842149615287781
data\tcvhcw\cleaned\TCV0078.tsv,0.0,0.48607733845710754
data\tcvhcw\cleaned\HCW0049.tsv,0.0,0.477283775806427
data\tcvhcw\cleaned\TCV0049.tsv,0.0,0.48752349615097046
data\tcvhcw\cleaned\TCV0061.tsv,0.0,0.48329970240592957
data\tcvhcw\cleaned\TCV0080.tsv,0.0,0.4841930568218231
data\tcvhcw\cleaned\TCV0059.tsv,0.0,0.4865170121192932
data\tcvhcw\cleaned\TCV0033.tsv,0.0,0.48323121666908264
data\tcvhcw\cleaned\TCV0044.tsv,0.0,0.4867657721042633
data\tcvhcw\cleaned\HCW0087.tsv,0.0,0.4781005084514618
data\tcvhcw\cleaned\TCV0042.tsv,0.0,0.48769405484199524
data\tcvhcw\cleaned\HCW0186.tsv,0.0,0.48169419169425964
