filenames,true,prediction
data\Tx\cleaned\LTX0181.tsv,1.0,0.5330523252487183
data\Tx\cleaned\LTX0068.tsv,1.0,0.5671742558479309
data\Tx\cleaned\LTX0064.tsv,1.0,0.5397492051124573
data\Tx\cleaned\LTX0046.tsv,1.0,0.5581352114677429
data\Tx\cleaned\LTX0060.tsv,1.0,0.5369121432304382
data\Tx\cleaned\LTX0073.tsv,1.0,0.5372380614280701
data\Tx\cleaned\LTX0022.tsv,1.0,0.5356525182723999
data\Tx\cleaned\LTX0185.tsv,1.0,0.5366153717041016
data\Tx\cleaned\LTX0170.tsv,1.0,0.5288830399513245
data\Tx\cleaned\LTX0309.tsv,1.0,0.5482147932052612
data\Tx\cleaned\LTX0249.tsv,1.0,0.5424178242683411
data\Tx\cleaned\LTX0076.tsv,1.0,0.5406541228294373
data\tcvhcw\cleaned\TCV0041.tsv,0.0,0.5448985695838928
data\tcvhcw\cleaned\TCV0025.tsv,0.0,0.5229197144508362
data\tcvhcw\cleaned\TCV0081.tsv,0.0,0.5210373997688293
data\tcvhcw\cleaned\HCW0078.tsv,0.0,0.5487701892852783
data\tcvhcw\cleaned\HCW0025.tsv,0.0,0.5286396741867065
data\tcvhcw\cleaned\TCV0079.tsv,0.0,0.5326895713806152
data\tcvhcw\cleaned\TCV0078.tsv,0.0,0.5170168280601501
data\tcvhcw\cleaned\HCW0049.tsv,0.0,0.5097908973693848
data\tcvhcw\cleaned\TCV0049.tsv,0.0,0.5210403800010681
data\tcvhcw\cleaned\TCV0061.tsv,0.0,0.5249605774879456
data\tcvhcw\cleaned\TCV0080.tsv,0.0,0.5421209335327148
data\tcvhcw\cleaned\TCV0059.tsv,0.0,0.5278010368347168
data\tcvhcw\cleaned\TCV0033.tsv,0.0,0.5407366156578064
data\tcvhcw\cleaned\TCV0044.tsv,0.0,0.5140464305877686
data\tcvhcw\cleaned\HCW0087.tsv,0.0,0.5242400765419006
data\tcvhcw\cleaned\TCV0042.tsv,0.0,0.5362518429756165
data\tcvhcw\cleaned\HCW0186.tsv,0.0,0.5139250755310059
