filenames,true,prediction
data\Tx\cleaned\LTX0062.tsv,1.0,0.5053542852401733
data\Tx\cleaned\LTX0160.tsv,1.0,0.5036277770996094
data\Tx\cleaned\LTX0216.tsv,1.0,0.5046002268791199
data\Tx\cleaned\LTX0107.tsv,1.0,0.5052769184112549
data\Tx\cleaned\LTX0156.tsv,1.0,0.507111668586731
data\Tx\cleaned\LTX0059.tsv,1.0,0.5039710402488708
data\Tx\cleaned\LTX0082.tsv,1.0,0.5026561617851257
data\Tx\cleaned\LTX0383.tsv,1.0,0.5056582093238831
data\Tx\cleaned\LTX0051.tsv,1.0,0.5050017237663269
data\Tx\cleaned\LTX0038.tsv,1.0,0.506644606590271
data\Tx\cleaned\LTX0028.tsv,1.0,0.5054388046264648
data\tcvhcw\cleaned\TCV0040.tsv,0.0,0.5046818852424622
data\tcvhcw\cleaned\HCW0088.tsv,0.0,0.503202497959137
data\tcvhcw\cleaned\HCW0013.tsv,0.0,0.5033583641052246
data\tcvhcw\cleaned\HCW0031.tsv,0.0,0.5039684176445007
data\tcvhcw\cleaned\HCW0107.tsv,0.0,0.5030079483985901
data\tcvhcw\cleaned\TCV0050.tsv,0.0,0.5028011798858643
data\tcvhcw\cleaned\HCW0007.tsv,0.0,0.5038779973983765
data\tcvhcw\cleaned\HCW0008.tsv,0.0,0.5028120279312134
data\tcvhcw\cleaned\HCW0089.tsv,0.0,0.5034185647964478
data\tcvhcw\cleaned\HCW0027.tsv,0.0,0.5029078125953674
data\tcvhcw\cleaned\HCW0015.tsv,0.0,0.5031457543373108
data\tcvhcw\cleaned\TCV0046.tsv,0.0,0.5029939413070679
data\tcvhcw\cleaned\TCV0065.tsv,0.0,0.5035213232040405
