filenames,true,prediction
data\Tx\cleaned\LTX0181.tsv,1.0,0.5024828314781189
data\Tx\cleaned\LTX0068.tsv,1.0,0.503206729888916
data\Tx\cleaned\LTX0064.tsv,1.0,0.49947822093963623
data\Tx\cleaned\LTX0046.tsv,1.0,0.5016590356826782
data\Tx\cleaned\LTX0060.tsv,1.0,0.5008959770202637
data\Tx\cleaned\LTX0073.tsv,1.0,0.49850210547447205
data\Tx\cleaned\LTX0022.tsv,1.0,0.49826717376708984
data\Tx\cleaned\LTX0185.tsv,1.0,0.5015515089035034
data\Tx\cleaned\LTX0170.tsv,1.0,0.5038570761680603
data\Tx\cleaned\LTX0309.tsv,1.0,0.5015299320220947
data\Tx\cleaned\LTX0249.tsv,1.0,0.5040241479873657
data\Tx\cleaned\LTX0076.tsv,1.0,0.5012126564979553
data\tcvhcw\cleaned\TCV0041.tsv,0.0,0.4972878694534302
data\tcvhcw\cleaned\TCV0025.tsv,0.0,0.5004679560661316
data\tcvhcw\cleaned\TCV0081.tsv,0.0,0.49934491515159607
data\tcvhcw\cleaned\HCW0078.tsv,0.0,0.49927958846092224
data\tcvhcw\cleaned\HCW0025.tsv,0.0,0.49635007977485657
data\tcvhcw\cleaned\TCV0079.tsv,0.0,0.49920690059661865
data\tcvhcw\cleaned\TCV0078.tsv,0.0,0.5004031658172607
data\tcvhcw\cleaned\HCW0049.tsv,0.0,0.49576520919799805
data\tcvhcw\cleaned\TCV0049.tsv,0.0,0.49968698620796204
data\tcvhcw\cleaned\TCV0061.tsv,0.0,0.49782049655914307
data\tcvhcw\cleaned\TCV0080.tsv,0.0,0.49994146823883057
data\tcvhcw\cleaned\TCV0059.tsv,0.0,0.4984336197376251
data\tcvhcw\cleaned\TCV0033.tsv,0.0,0.4990794360637665
data\tcvhcw\cleaned\TCV0044.tsv,0.0,0.49965739250183105
data\tcvhcw\cleaned\HCW0087.tsv,0.0,0.49653685092926025
data\tcvhcw\cleaned\TCV0042.tsv,0.0,0.499446302652359
data\tcvhcw\cleaned\HCW0186.tsv,0.0,0.4983298182487488
