filenames,true,prediction
data\Tx\cleaned\LTX0097.tsv,1.0,0.49059784412384033
data\Tx\cleaned\LTX0210.tsv,1.0,0.4956176280975342
data\Tx\cleaned\LTX0055.tsv,1.0,0.49282634258270264
data\Tx\cleaned\LTX0109.tsv,1.0,0.4930225908756256
data\Tx\cleaned\LTX0041.tsv,1.0,0.49238502979278564
data\Tx\cleaned\LTX0149.tsv,1.0,0.4922920763492584
data\Tx\cleaned\LTX0102.tsv,1.0,0.4973398745059967
data\Tx\cleaned\LTX0162.tsv,1.0,0.49436333775520325
data\Tx\cleaned\LTX0033.tsv,1.0,0.491864949464798
data\Tx\cleaned\LTX0223.tsv,1.0,0.49657702445983887
data\Tx\cleaned\LTX0036.tsv,1.0,0.4907558262348175
data\Tx\cleaned\LTX0145.tsv,1.0,0.4914662837982178
data\tcvhcw\cleaned\TCV0063.tsv,0.0,0.4916921854019165
data\tcvhcw\cleaned\TCV0051.tsv,0.0,0.49176153540611267
data\tcvhcw\cleaned\TCV0060.tsv,0.0,0.4920191168785095
data\tcvhcw\cleaned\TCV0056.tsv,0.0,0.49052509665489197
data\tcvhcw\cleaned\HCW0046.tsv,0.0,0.4902289807796478
data\tcvhcw\cleaned\TCV0055.tsv,0.0,0.49078500270843506
data\tcvhcw\cleaned\HCW0082.tsv,0.0,0.48977673053741455
data\tcvhcw\cleaned\HCW0098.tsv,0.0,0.49081191420555115
data\tcvhcw\cleaned\HCW0021.tsv,0.0,0.4907154440879822
data\tcvhcw\cleaned\TCV0072.tsv,0.0,0.4918877184391022
data\tcvhcw\cleaned\HCW0019.tsv,0.0,0.49092429876327515
data\tcvhcw\cleaned\TCV0057.tsv,0.0,0.49192556738853455
data\tcvhcw\cleaned\TCV0052.tsv,0.0,0.4917481541633606
data\tcvhcw\cleaned\TCV0064.tsv,0.0,0.48905012011528015
data\tcvhcw\cleaned\HCW0030.tsv,0.0,0.49001792073249817
data\tcvhcw\cleaned\HCW0158.tsv,0.0,0.49026116728782654
data\tcvhcw\cleaned\HCW0026.tsv,0.0,0.49001041054725647
