filenames,true,prediction
data\Tx\cleaned\LTX0110.tsv,1.0,0.5187104344367981
data\Tx\cleaned\LTX0031.tsv,1.0,0.5164554715156555
data\Tx\cleaned\LTX0203.tsv,1.0,0.5149304866790771
data\Tx\cleaned\LTX0092.tsv,1.0,0.516679584980011
data\Tx\cleaned\LTX0021.tsv,1.0,0.515713632106781
data\Tx\cleaned\LTX0144.tsv,1.0,0.515906810760498
data\Tx\cleaned\LTX0103.tsv,1.0,0.5197964310646057
data\Tx\cleaned\LTX0032.tsv,1.0,0.5177183747291565
data\Tx\cleaned\LTX0111.tsv,1.0,0.5154831409454346
data\Tx\cleaned\LTX0074.tsv,1.0,0.5159308910369873
data\Tx\cleaned\LTX0348.tsv,1.0,0.5144860148429871
data\Tx\cleaned\LTX0080.tsv,1.0,0.5204026699066162
data\tcvhcw\cleaned\HCW0042.tsv,0.0,0.5143293142318726
data\tcvhcw\cleaned\HCW0006.tsv,0.0,0.5152900218963623
data\tcvhcw\cleaned\HCW0017.tsv,0.0,0.5151680111885071
data\tcvhcw\cleaned\TCV0054.tsv,0.0,0.5157082080841064
data\tcvhcw\cleaned\HCW0086.tsv,0.0,0.5149393677711487
data\tcvhcw\cleaned\TCV0070.tsv,0.0,0.5146223902702332
data\tcvhcw\cleaned\HCW0048.tsv,0.0,0.5134260654449463
data\tcvhcw\cleaned\TCV0062.tsv,0.0,0.5147013068199158
data\tcvhcw\cleaned\TCV0058.tsv,0.0,0.5149974822998047
data\tcvhcw\cleaned\TCV0066.tsv,0.0,0.5161828994750977
data\tcvhcw\cleaned\HCW0037.tsv,0.0,0.5144166946411133
data\tcvhcw\cleaned\TCV0035.tsv,0.0,0.515534520149231
data\tcvhcw\cleaned\TCV0045.tsv,0.0,0.5145825743675232
data\tcvhcw\cleaned\TCV0067.tsv,0.0,0.5154394507408142
data\tcvhcw\cleaned\HCW0053.tsv,0.0,0.5144376754760742
data\tcvhcw\cleaned\HCW0125.tsv,0.0,0.5159304141998291
data\tcvhcw\cleaned\HCW0003.tsv,0.0,0.51457279920578
